pattern,numerator,denominator,power,time frame,occurred
"(2, 7, 3)",17.0,17.0,0.0002613427077912203,30,26.0
"(2, 7, 6)",24.0,30.0,0.0299826875675356,5,30.0
"(2, 7, 6)",24.0,26.0,0.0005718699863668857,10,30.0
"(2, 7, 6)",20.0,21.0,0.0005763002184760189,15,30.0
"(2, 7, 6)",16.0,18.0,0.011541031645740203,20,30.0
"(2, 7, 6)",15.0,18.0,0.04298743634207189,30,30.0
"(2, 7, 7)",26.0,32.0,0.017422312448100667,5,32.0
"(2, 7, 7)",26.0,28.0,0.00026204798766723235,10,32.0
"(2, 7, 7)",22.0,23.0,0.00024987652684583796,15,32.0
"(2, 7, 7)",18.0,20.0,0.005563636611966736,20,32.0
"(2, 7, 7)",17.0,20.0,0.022832486430135614,30,32.0
"(3, 1, 1)",28.0,30.0,0.00011904364982121217,10,30.0
"(3, 1, 1)",30.0,30.0,6.755899618023388e-07,15,30.0
"(3, 1, 1)",30.0,30.0,6.755899618023388e-07,20,30.0
"(3, 1, 1)",30.0,30.0,6.755899618023388e-07,30,30.0
"(3, 1, 1)",30.0,30.0,6.755899618023388e-07,60,30.0
"(3, 1, 3)",30.0,32.0,5.3668689688065605e-05,10,32.0
"(3, 1, 3)",32.0,32.0,2.7014581759950587e-07,15,32.0
"(3, 1, 3)",32.0,32.0,2.7014581759950587e-07,20,32.0
"(3, 1, 3)",32.0,32.0,2.7014581759950587e-07,30,32.0
"(3, 1, 3)",32.0,32.0,2.7014581759950587e-07,60,32.0
"(3, 1, 5)",28.0,30.0,0.00011904364982121217,10,30.0
"(3, 1, 5)",30.0,30.0,6.755899618023388e-07,15,30.0
"(3, 1, 5)",30.0,30.0,6.755899618023388e-07,20,30.0
"(3, 1, 5)",30.0,30.0,6.755899618023388e-07,30,30.0
"(3, 1, 5)",30.0,30.0,6.755899618023388e-07,60,30.0
"(3, 1, 7)",30.0,32.0,5.3668689688065605e-05,10,32.0
"(3, 1, 7)",32.0,32.0,2.7014581759950587e-07,15,32.0
"(3, 1, 7)",32.0,32.0,2.7014581759950587e-07,20,32.0
"(3, 1, 7)",32.0,32.0,2.7014581759950587e-07,30,32.0
"(3, 1, 7)",32.0,32.0,2.7014581759950587e-07,60,32.0
"(3, 2, 2)",22.0,25.0,0.004255965992592287,5,25.0
"(3, 2, 2)",23.0,23.0,1.6710120546315935e-05,10,25.0
"(3, 2, 2)",18.0,18.0,0.0001652640476289369,15,25.0
"(3, 2, 2)",17.0,17.0,0.0002613427077912203,20,25.0
"(3, 2, 2)",17.0,17.0,0.0002613427077912203,30,25.0
"(3, 2, 3)",23.0,26.0,0.003000745253918872,5,26.0
"(3, 2, 3)",24.0,24.0,1.056665457173542e-05,10,26.0
"(3, 2, 3)",19.0,19.0,0.00010450618610236765,15,26.0
