v,vw,o,c,h,l,t,n
300,21.97,21.97,21.97,21.97,21.97,1677693180000,1
200,21.9752,21.9752,21.9752,21.9752,21.9752,1677693360000,1
4504,21.9633,21.9525,21.9525,22.012,21.93,1677695340000,18
1662,21.955,21.955,21.955,21.955,21.955,1677697680000,1
114,21.9589,21.96,21.96,21.96,21.96,1677698940000,4
227,21.93,21.93,21.93,21.93,21.93,1677701400000,1
519,21.8525,21.85,21.85,21.85,21.85,1677702060000,3
546,21.8976,21.905,21.88,21.905,21.88,1677704340000,8
877,21.5208,21.51,21.51,21.51,21.51,1677760020000,4
506,21.7124,21.71,21.71,21.71,21.71,1677767400000,10
122,21.7625,21.75,21.75,21.75,21.75,1677767880000,8
201,21.8955,21.89,21.9,21.9,21.89,1677768000000,3
410,21.9178,21.93,21.91,21.93,21.91,1677768780000,3
957,21.9484,21.948,21.948,21.948,21.948,1677769200000,4
501,21.9305,21.93,21.922,21.94,21.922,1677769380000,6
400,22.0175,21.99,22.0999,22.0999,21.99,1677769860000,2
160,21.99,21.99,21.99,21.99,21.99,1677769920000,1
477,21.9002,21.9,21.9,21.9,21.9,1677774240000,2
106,22.015,22.015,22.015,22.015,22.015,1677775200000,1
116,22.0398,22.04,22.04,22.04,22.04,1677777240000,4
24174,21.94,21.94,21.94,21.94,21.94,1677777300000,3
118,22.0673,22.0699,22.0699,22.0699,22.0699,1677777840000,6
301,22.0093,22.0093,22.0093,22.0093,22.0093,1677777900000,2
111,22.027,22.03,22.03,22.03,22.03,1677777960000,3
902,21.9401,21.94,21.94,21.94,21.94,1677778260000,3
511,22.0243,22.02,22.03,22.03,22.02,1677778740000,8
2000,22.0336,22.03,22.04,22.04,22.02,1677778800000,21
500,22.0654,22.06,22.072,22.072,22.06,1677778860000,3
157,22.0404,22.04,22.04,22.04,22.04,1677778980000,4
226,22.0446,22.04,22.05,22.05,22.04,1677779160000,6
158,22.0617,22.05,22.05,22.05,22.05,1677779400000,2
555,22.0627,22.06,22.0675,22.0675,22.06,1677779760000,3
136,22.08,22.08,22.08,22.08,22.08,1677780600000,1
600,22.0468,22.05,22.04,22.05,22.04,1677781020000,10
749,22.05,22.05,22.05,22.05,22.05,1677783360000,3
100,22.0001,22.0001,22.0001,22.0001,22.0001,1677784680000,1
145,22.0507,22.06,22.06,22.06,22.06,1677785100000,2
100,22.0559,22.0559,22.0559,22.0559,22.0559,1677785460000,1
100,22.05,22.05,22.05,22.05,22.05,1677785700000,1
2874,22.07,22.07,22.0699,22.07,22.0699,1677785940000,4
240,22.0576,22.0576,22.0576,22.0576,22.0576,1677786720000,1
975,22.0699,22.07,22.0699,22.07,22.0699,1677787140000,6
1708,22.1065,22.07,22.13,22.13,22.0699,1677787920000,23
489,22.1254,22.1254,22.1254,22.1254,22.1254,1677788400000,1
317,22.1904,22.19,22.19,22.19,22.19,1677788880000,7
304,22.2087,22.21,22.21,22.21,22.21,1677789180000,6
242,22.1941,22.19,22.2,22.2,22.19,1677789600000,3
100,22.1863,22.1863,22.1863,22.1863,22.1863,1677789900000,1
225,22.2432,22.2499,22.2499,22.2499,22.2499,1677790260000,3
1203,22.2038,22.2,22.232,22.232,22.2,1677790320000,9
204,22.1208,22.12,22.12,22.12,22.12,1677790680000,3
191,22.1169,22.11,22.11,22.11,22.11,1677790740000,5
637,22.1401,22.14,22.14,22.14,22.14,1677853800000,8
1578,22.1549,22.1401,22.25,22.25,22.1401,1677854100000,4
300,22.2467,22.24,22.25,22.25,22.24,1677854520000,3
253,22.2846,22.2899,22.2899,22.2899,22.2899,1677854700000,2
253,22.2397,22.2393,22.2393,22.2393,22.2393,1677855240000,2
1224,22.2217,22.2266,22.2,22.2266,22.2,1677856020000,2
200,22.3099,22.3099,22.3099,22.3099,22.3099,1677856740000,1
200,22.25,22.25,22.25,22.25,22.25,1677856920000,1
1002,22.205,22.205,22.205,22.205,22.205,1677859140000,3
104,22.165,22.165,22.165,22.165,22.165,1677859500000,1
455,22.2,22.2,22.2,22.2,22.2,1677859560000,1
1424,22.2,22.2,22.2,22.2,22.2,1677860100000,5
275,22.2348,22.23,22.24,22.24,22.23,1677862140000,5
205,22.19,22.19,22.19,22.19,22.19,1677864780000,1
555,22.259,22.26,22.26,22.26,22.26,1677868140000,2
250,22.25,22.25,22.25,22.25,22.25,1677868380000,3
700,22.2001,22.2001,22.2001,22.2001,22.2001,1677868740000,1
785,22.2327,22.24,22.22,22.24,22.22,1677868800000,4
1900,22.2413,22.24,22.25,22.25,22.22,1677868860000,7
200,22.28,22.28,22.28,22.28,22.28,1677870720000,1
100,22.265,22.265,22.265,22.265,22.265,1677870840000,1
100,22.2999,22.2999,22.2999,22.2999,22.2999,1677871140000,1
20470,22.2625,22.29,22.27,22.29,22.23,1677872220000,51
600,22.28,22.28,22.28,22.28,22.28,1677872280000,6
1211,22.28,22.28,22.28,22.28,22.28,1677872580000,5
675,22.3,22.3,22.3,22.3,22.3,1677873000000,4
495,22.2884,22.2893,22.2893,22.2893,22.2893,1677873780000,3
362,22.3,22.3,22.3,22.3,22.3,1677873840000,6
300,22.2835,22.3,22.28,22.3,22.28,1677874200000,4
623,22.2995,22.3083,22.3083,22.3083,22.3083,1677874560000,4
260,22.3093,22.305,22.305,22.305,22.305,1677876780000,2
735,22.3432,22.28,22.392,22.392,22.28,1677877020000,7
1347,22.3853,22.38,22.39,22.39,22.38,1678113000000,19
1405,22.3801,22.39,22.3,22.437,22.3,1678113060000,14
1717,22.207,22.22,22.2,22.22,22.2,1678113360000,6
1221,22.1933,22.2,22.168,22.21,22.168,1678113420000,10
502,22.4002,22.4,22.4,22.4,22.4,1678113960000,6
100,22.4999,22.4999,22.4999,22.4999,22.4999,1678114020000,1
301,22.4799,22.44,22.4999,22.4999,22.44,1678114320000,3
102,22.4412,22.44,22.44,22.44,22.44,1678114440000,2
2603,22.4667,22.4672,22.455,22.4672,22.455,1678114500000,4
201,22.4997,22.4999,22.4999,22.4999,22.4999,1678115040000,2
895,22.4345,22.44,22.43,22.44,22.43,1678115700000,6
200,22.44,22.44,22.4399,22.44,22.4399,1678116000000,2
209,22.4385,22.44,22.4399,22.44,22.4399,1678117320000,3
1100,22.38,22.39,22.39,22.39,22.36,1678117380000,5
300,22.4,22.4,22.4,22.4,22.4,1678117620000,1
250,22.4125,22.4125,22.4125,22.4125,22.4125,1678117680000,1
446,22.4365,22.4365,22.4365,22.4365,22.4365,1678120320000,1
239,22.43,22.43,22.43,22.43,22.43,1678120500000,3
683,22.4668,22.44,22.48,22.48,22.4399,1678122900000,8
175,22.435,22.435,22.435,22.435,22.435,1678124280000,1
400,22.4301,22.4301,22.4301,22.4301,22.43,1678125120000,4
900,22.47,22.47,22.47,22.47,22.47,1678125960000,2
600,22.46,22.46,22.46,22.46,22.46,1678126200000,2
1000,22.46,22.46,22.46,22.46,22.46,1678126440000,2
100,22.46,22.46,22.46,22.46,22.46,1678126800000,1
1207,22.4679,22.46,22.45,22.476,22.45,1678127220000,12
109,22.4541,22.45,22.45,22.45,22.45,1678127520000,2
100,22.45,22.45,22.45,22.45,22.45,1678127640000,1
100,22.44,22.44,22.44,22.44,22.44,1678127760000,1
204,22.44,22.44,22.44,22.44,22.44,1678129020000,3
200,22.44,22.44,22.44,22.44,22.44,1678129080000,1
200,22.44,22.44,22.44,22.44,22.44,1678129200000,2
350,22.4323,22.43,22.438,22.438,22.43,1678129680000,3
81680,22.37,22.37,22.37,22.37,22.37,1678130880000,1
101,22.4276,22.4279,22.4279,22.4279,22.4279,1678131600000,2
578,22.3203,22.3201,22.3201,22.3201,22.3201,1678131660000,4
891,22.4372,22.43,22.462,22.462,22.43,1678133040000,6
100,22.4114,22.4114,22.4114,22.4114,22.4114,1678133580000,1
389,22.4241,22.42,22.436,22.436,22.42,1678134900000,2
2186,22.345,22.35,22.334,22.35,22.33,1678135800000,9
338,22.3743,22.43,22.35,22.43,22.35,1678136340000,3
774,22.2423,22.24,22.2463,22.2463,22.24,1678199400000,6
300,22.2967,22.29,22.3,22.3,22.29,1678199460000,3
640,22.3117,22.32,22.31,22.32,22.31,1678199520000,2
588,22.45,22.45,22.45,22.45,22.45,1678199760000,2
500,22.45,22.45,22.45,22.45,22.45,1678199820000,1
720,22.4464,22.445,22.448,22.448,22.445,1678200360000,5
100,22.42,22.42,22.42,22.42,22.42,1678200720000,1
118,22.42,22.42,22.42,22.42,22.42,1678201200000,2
977,22.3581,22.3625,22.32,22.3625,22.32,1678201680000,2
477,22.3001,22.3001,22.3001,22.3001,22.3001,1678201800000,1
1179,22.3121,22.312,22.31,22.32,22.31,1678201920000,5
240,22.35,22.35,22.35,22.35,22.35,1678202100000,1
184,22.4185,22.42,22.42,22.42,22.42,1678202580000,2
490,22.3218,22.32,22.32,22.32,22.32,1678203000000,4
380,22.4094,22.4094,22.4094,22.4094,22.4094,1678203300000,1
150,22.41,22.41,22.41,22.41,22.41,1678203420000,1
150,22.4,22.4,22.4,22.4,22.4,1678203480000,1
500,22.325,22.325,22.325,22.325,22.325,1678204440000,1
208,22.3105,22.31,22.31,22.31,22.31,1678204920000,5
100,22.31,22.31,22.31,22.31,22.31,1678204980000,1
100,22.325,22.325,22.325,22.325,22.325,1678205100000,1
1100,22.3,22.3,22.3,22.3,22.3,1678206180000,3
830,22.245,22.25,22.2501,22.2501,22.23,1678206840000,9
268,22.299,22.28,22.33,22.33,22.28,1678206900000,4
100,22.27,22.27,22.27,22.27,22.27,1678208040000,1
103,22.2403,22.24,22.24,22.24,22.24,1678210260000,3
400,22.29,22.29,22.29,22.29,22.29,1678210680000,1
501,22.27,22.27,22.27,22.27,22.27,1678211460000,4
102,22.2449,22.2451,22.2451,22.2451,22.2451,1678211940000,3
104,22.2204,22.22,22.22,22.22,22.22,1678212120000,2
102,22.22,22.22,22.22,22.22,22.22,1678212180000,2
102,22.2393,22.24,22.24,22.24,22.24,1678212420000,2
120,22.1983,22.19,22.19,22.19,22.19,1678213740000,2
185,22.17,22.17,22.17,22.17,22.17,1678214340000,1
200,22.16,22.16,22.16,22.16,22.16,1678214460000,1
350,22.1413,22.1413,22.1413,22.1413,22.1413,1678214700000,1
601,22.14,22.14,22.14,22.14,22.14,1678214820000,8
1373,22.1362,22.14,22.13,22.15,22.13,1678214880000,15
2196,22.0439,22.03,22.04,22.05,22.03,1678214940000,18
1791,22.103,22.11,22.1,22.111,22.1,1678215000000,12
2000,22.0408,22.03,22.0492,22.05,22.0295,1678215060000,19
800,22.1036,22.05,22.12,22.145,22.05,1678215120000,8
2198,22.1111,22.12,22.1,22.14,22.1,1678215180000,24
697,22.0586,22.05,22.06,22.06,22.05,1678215240000,7
1206,22.0691,22.06,22.07,22.07,22.06,1678215300000,10
1893,22.1202,22.121,22.11,22.15,22.11,1678215360000,14
1491,22.0689,22.07,22.07,22.07,22.069,1678215420000,11
1493,22.1281,22.07,22.131,22.15,22.07,1678215480000,9
1496,22.0718,22.06,22.08,22.08,22.06,1678215600000,12
1295,22.0896,22.08,22.09,22.0993,22.0792,1678215660000,12
1999,22.131,22.1,22.14,22.17,22.0991,1678215720000,19
1598,22.128,22.14,22.12,22.165,22.12,1678215780000,12
221,22.0872,22.0872,22.0872,22.0872,22.0872,1678216620000,1
100,22.09,22.09,22.09,22.09,22.09,1678217280000,1
1739,22.1254,22.11,22.13,22.13,22.1,1678217340000,11
100,22.14,22.14,22.14,22.14,22.14,1678218120000,1
100,22.14,22.14,22.14,22.14,22.14,1678218240000,1
101,22.13,22.13,22.13,22.13,22.13,1678218360000,1
823,22.1188,22.12,22.12,22.12,22.12,1678219200000,5
131,22.1398,22.14,22.14,22.14,22.14,1678220940000,2
115,22.0315,22.03,22.03,22.03,22.03,1678221840000,3
781,22.1117,22.1189,22.12,22.12,22.1189,1678221900000,4
138,22.06,22.06,22.06,22.06,22.06,1678222620000,1
288,22.0107,22.01,22.01,22.01,22.01,1678285800000,6
227,22.0502,22.05,22.05,22.05,22.05,1678286700000,2
100,22.08,22.08,22.08,22.08,22.08,1678286880000,1
200,22.08,22.08,22.08,22.08,22.08,1678286940000,2
1100,22.0408,22.0399,22.05,22.05,22.039,1678287000000,11
1797,22.043,22.0499,22.0395,22.0499,22.039,1678287060000,17
645,22.0647,22.04,22.1,22.1,22.0396,1678287120000,10
2102,22.162,22.215,22.1,22.28,22.1,1678287180000,23
3313,22.0583,22.05,22.05,22.06,22.049,1678287240000,21
625,22.087,22.06,22.12,22.14,22.0599,1678287300000,9
601,22.1302,22.12,22.13,22.16,22.12,1678287360000,7
1000,22.127,22.13,22.11,22.13,22.11,1678287420000,11
250,22.1389,22.16,22.11,22.16,22.11,1678287480000,3
200,22.105,22.11,22.1,22.11,22.1,1678287600000,2
1502,22.066,22.1,22.06,22.1,22.04,1678287840000,13
2000,22.0509,22.05,22.05,22.0599,22.0494,1678287900000,20
2000,22.0901,22.06,22.101,22.17,22.0495,1678287960000,20
500,22.102,22.1,22.09,22.13,22.09,1678288020000,5
350,22.1499,22.1499,22.1499,22.1499,22.1499,1678288380000,1
120,22.0715,22.07,22.07,22.07,22.07,1678288680000,4
100,22.0501,22.0501,22.0501,22.0501,22.0501,1678288800000,1
100,22.06,22.06,22.06,22.06,22.06,1678288980000,1
194,22.1103,22.11,22.11,22.11,22.11,1678289220000,2
100,22.11,22.11,22.11,22.11,22.11,1678289280000,1
1101,22.112,22.07,22.1589,22.1589,22.05,1678289340000,7
302,22.1037,22.13,22.09,22.13,22.09,1678289460000,5
200,22.18,22.18,22.18,22.18,22.18,1678289700000,1
700,22.1007,22.1,22.09,22.115,22.09,1678290060000,8
302,22.0999,22.1,22.1,22.1,22.1,1678290120000,4
1377,22.0802,22.08,22.08,22.081,22.08,1678290240000,14
269,22.0627,22.07,22.062,22.07,22.062,1678290600000,8
299,22.06,22.06,22.06,22.06,22.06,1678291020000,4
102,22.0506,22.05,22.05,22.05,22.05,1678291200000,2
102,22.085,22.085,22.085,22.085,22.085,1678292700000,1
500,22.085,22.085,22.085,22.085,22.085,1678292820000,1
300,22.06,22.06,22.06,22.06,22.06,1678293000000,3
721,22.0742,22.1,22.065,22.1,22.065,1678293840000,10
453,22.065,22.065,22.065,22.065,22.065,1678293900000,1
228,22.07,22.07,22.07,22.07,22.07,1678295460000,3
107,22.06,22.06,22.06,22.06,22.06,1678295580000,2
712,22.0527,22.05,22.059,22.059,22.05,1678296360000,13
331,22.0296,22.03,22.03,22.03,22.03,1678296720000,6
299,22.0194,22.0281,22.01,22.0281,22.01,1678298640000,7
4125,22.0002,22.0,22.0,22.0003,22.0,1678298700000,26
229,21.9701,21.97,21.97,21.97,21.97,1678300200000,3
250,21.9899,21.9899,21.9899,21.9899,21.9899,1678300560000,1
150,21.97,21.98,21.98,21.98,21.98,1678300740000,2
8525,21.9799,21.98,21.98,21.98,21.975,1678301100000,31
300,21.9717,21.97,21.975,21.975,21.97,1678301460000,2
200,21.99,21.99,21.99,21.99,21.99,1678301760000,2
412,21.96,21.96,21.96,21.96,21.96,1678301940000,8
200,21.96,21.96,21.96,21.96,21.96,1678302000000,2
1902,21.98,21.98,21.98,21.98,21.98,1678302720000,21
447,21.9743,21.975,21.975,21.975,21.975,1678302780000,8
255,21.9698,21.97,21.97,21.97,21.97,1678302960000,2
1718,21.9797,21.98,21.98,21.985,21.97,1678303260000,18
600,21.98,21.98,21.98,21.98,21.98,1678303320000,5
5237,21.9737,22.0,21.97,22.01,21.97,1678303380000,16
301,21.9201,21.92,21.92,21.92,21.92,1678303440000,4
2425,21.9669,21.95,22.068,22.068,21.9499,1678304880000,17
106,21.9723,21.97,21.97,21.97,21.97,1678305720000,2
100,22.0,22.0,22.0,22.0,22.0,1678306740000,1
2287,22.0607,22.0611,22.0611,22.0611,22.0611,1678306920000,2
1172,22.005,22.02,22.0,22.03,22.0,1678307160000,15
1142,22.0081,22.02,22.0,22.02,22.0,1678307340000,12
101,22.0,22.0,22.0,22.0,22.0,1678307460000,2
900,22.0368,22.02,22.05,22.05,22.02,1678307760000,9
246,22.0507,22.05,22.051,22.051,22.05,1678307820000,4
500,22.0992,22.0992,22.0992,22.0992,22.0992,1678308480000,1
287,22.0466,22.06,22.06,22.06,22.06,1678309140000,5
1289,22.0429,22.038,22.05,22.05,22.038,1678372500000,8
920,22.0885,22.06,22.1,22.1,22.06,1678372560000,10
911,22.076,22.076,22.075,22.0775,22.075,1678373160000,4
229,22.0843,22.084,22.084,22.084,22.084,1678373280000,3
233,22.12,22.12,22.12,22.12,22.12,1678373400000,2
455,22.075,22.075,22.075,22.075,22.075,1678373940000,1
455,22.03,22.03,22.03,22.03,22.03,1678374420000,1
452,22.1199,22.1199,22.1199,22.1199,22.1199,1678374780000,1
905,22.0417,22.055,22.04,22.055,22.04,1678374960000,7
500,22.104,22.09,22.11,22.11,22.09,1678375080000,4
1342,22.0087,22.0087,22.0087,22.0087,22.0087,1678375200000,3
183,22.0503,22.05,22.05,22.05,22.05,1678375560000,2
152,22.06,22.06,22.06,22.06,22.06,1678376040000,1
123,22.069,22.0691,22.0691,22.0691,22.0691,1678376160000,3
201,22.0997,22.1,22.1,22.1,22.1,1678376220000,3
150,22.0779,22.0779,22.0779,22.0779,22.0779,1678376280000,1
405,22.0892,22.0897,22.0897,22.0897,22.0897,1678376580000,3
447,22.1029,22.1029,22.1029,22.1029,22.1029,1678377780000,2
2000,22.1065,22.1199,22.105,22.1199,22.105,1678378500000,2
281,22.0926,22.09,22.09,22.09,22.09,1678378860000,4
226,22.1199,22.1199,22.1199,22.1199,22.1199,1678379340000,1
9067,22.0199,22.09,22.02,22.09,22.0,1678380360000,41
907,22.0998,22.1,22.1,22.1,22.1,1678381080000,2
208,22.0563,22.06,22.06,22.06,22.06,1678382580000,4
1800,22.0453,22.049,22.035,22.049,22.035,1678383660000,5
200,22.0468,22.048,22.048,22.048,22.048,1678384080000,3
525,21.9909,21.99,21.99,21.99,21.99,1678385700000,7
403,22.0,22.0,22.0,22.0,22.0,1678385880000,6
359,21.98,21.98,21.98,21.98,21.98,1678386300000,5
101,21.9284,21.9284,21.9284,21.9284,21.9284,1678387140000,2
137,21.94,21.94,21.94,21.94,21.94,1678387260000,1
102,21.92,21.92,21.92,21.92,21.92,1678387740000,2
600,21.915,21.92,21.91,21.92,21.91,1678387800000,4
900,21.9299,21.9299,21.9299,21.9299,21.9299,1678388040000,1
410,21.92,21.92,21.92,21.92,21.92,1678388400000,3
1188,21.9,21.9,21.9,21.9,21.9,1678388880000,11
169,21.8839,21.86,21.86,21.86,21.86,1678389060000,2
301,21.8222,21.82,21.82,21.82,21.82,1678389540000,6
2000,21.8341,21.86,21.812,21.86,21.812,1678389660000,14
2292,21.8795,21.8795,21.8795,21.8795,21.8795,1678390500000,1
200,21.89,21.89,21.89,21.89,21.89,1678390680000,2
1132,21.868,21.88,21.84,21.88,21.84,1678390740000,10
239,21.84,21.84,21.84,21.84,21.84,1678390860000,1
260,21.87,21.87,21.87,21.87,21.87,1678391640000,3
277,21.8399,21.84,21.84,21.84,21.84,1678391820000,4
200,21.8273,21.8273,21.8273,21.8273,21.8273,1678391940000,1
212,21.82,21.82,21.82,21.82,21.82,1678392120000,4
1006,21.8,21.8,21.8,21.8,21.8,1678392240000,5
643,21.7391,21.75,21.729,21.75,21.729,1678392660000,6
183,21.72,21.72,21.72,21.72,21.72,1678393200000,3
100,21.71,21.71,21.71,21.71,21.71,1678393260000,1
100,21.7,21.7,21.7,21.7,21.7,1678393320000,1
600,21.7,21.7,21.7,21.7,21.7,1678394040000,1
1275,21.7,21.7,21.7,21.7,21.7,1678394100000,7
250,21.7,21.7,21.7,21.7,21.7,1678394220000,2
200,21.6999,21.7,21.6999,21.7,21.6999,1678394400000,2
503,21.6994,21.7,21.7,21.7,21.6986,1678394460000,6
300,21.7,21.7,21.7,21.7,21.7,1678394940000,2
2147,21.6997,21.7,21.7,21.7,21.7,1678395060000,13
5893,21.7316,21.7,21.73,21.77,21.7,1678395120000,53
3057,21.7178,21.72,21.75,21.75,21.71,1678395180000,26
110,21.7046,21.7001,21.7001,21.7001,21.7001,1678395360000,2
390,21.6974,21.7001,21.7,21.7001,21.7,1678395480000,6
334,21.6647,21.63,21.63,21.63,21.63,1678395540000,12
400,21.63,21.63,21.63,21.63,21.63,1678396920000,1
157,21.75,21.75,21.75,21.75,21.75,1678404660000,1
1289,21.8101,21.81,21.81,21.81,21.81,1678458600000,11
100,21.87,21.87,21.87,21.87,21.87,1678458660000,1
1419,21.6263,21.63,21.6,21.6562,21.6,1678459260000,12
1128,21.6114,21.6,21.64,21.6427,21.55,1678459320000,19
1362,21.65,21.65,21.65,21.65,21.65,1678459440000,1
583,21.602,21.5975,21.5975,21.5975,21.5975,1678459500000,3
1813,21.6221,21.63,21.56,21.6395,21.56,1678459800000,19
300,21.6308,21.6308,21.6308,21.6308,21.6308,1678459860000,1
240,21.6986,21.7,21.7,21.7,21.7,1678460280000,5
824,21.6226,21.61,21.63,21.63,21.61,1678460760000,9
2170,21.689,21.6885,21.7,21.7,21.6885,1678460940000,2
100,21.6,21.6,21.6,21.6,21.6,1678461000000,1
100,21.62,21.62,21.62,21.62,21.62,1678461600000,1
1005,21.6833,21.6832,21.6832,21.6832,21.6832,1678462680000,2
100,21.7094,21.7094,21.7094,21.7094,21.7094,1678464000000,1
921,21.8461,21.84,21.896,21.896,21.84,1678466100000,5
400,21.835,21.835,21.835,21.835,21.835,1678466220000,1
1410,21.7515,21.71,21.76,21.76,21.71,1678466760000,10
100,21.716,21.716,21.716,21.716,21.716,1678466820000,1
100,21.81,21.81,21.81,21.81,21.81,1678466940000,1
200,21.71,21.71,21.71,21.71,21.71,1678467540000,2
100,21.72,21.72,21.72,21.72,21.72,1678467600000,1
102,21.7303,21.73,21.73,21.73,21.73,1678467660000,2
167,21.7154,21.71,21.71,21.71,21.71,1678467840000,3
1146,21.6867,21.65,21.63,21.7,21.63,1678469340000,3
462,21.6391,21.63,21.63,21.6585,21.63,1678471020000,10
100,21.61,21.61,21.61,21.61,21.61,1678472040000,1
188,21.616,21.5975,21.5975,21.5975,21.5975,1678472100000,6
116,21.59,21.59,21.59,21.59,21.59,1678472160000,2
458,21.57,21.57,21.57,21.57,21.57,1678472400000,4
258,21.5625,21.5625,21.5625,21.5625,21.5625,1678472520000,1
1390,21.5471,21.55,21.52,21.55,21.52,1678472760000,13
2555,21.4896,21.5,21.47,21.5,21.47,1678472820000,21
203,21.48,21.47,21.49,21.49,21.47,1678472880000,4
875,21.47,21.47,21.47,21.47,21.47,1678473240000,5
1635,21.3873,21.41,21.38,21.415,21.38,1678473360000,15
7079,21.3805,21.39,21.3801,21.39,21.3801,1678473480000,6
150,21.5,21.5,21.5,21.5,21.5,1678473960000,1
100,21.47,21.47,21.47,21.47,21.47,1678474380000,1
547,21.4105,21.47,21.3801,21.47,21.3801,1678474440000,5
1000,21.361,21.37,21.36,21.37,21.36,1678474680000,10
305,21.3722,21.37,21.37,21.37,21.37,1678474860000,3
201,21.482,21.4816,21.4816,21.4816,21.4816,1678475940000,2
100,21.565,21.565,21.565,21.565,21.565,1678479360000,1
100,21.565,21.565,21.565,21.565,21.565,1678479480000,1
176,21.5545,21.553,21.553,21.553,21.553,1678479720000,5
293,21.5441,21.53,21.5435,21.5435,21.53,1678479900000,3
360,21.4801,21.4801,21.4801,21.4801,21.4801,1678480020000,1
112,21.4657,21.47,21.47,21.47,21.47,1678481040000,2
100,21.4301,21.4301,21.4301,21.4301,21.4301,1678481520000,1
140,21.4582,21.45,21.45,21.45,21.45,1678481640000,3
274,21.4715,21.47,21.47,21.47,21.47,1678481940000,2
300,21.47,21.47,21.47,21.47,21.47,1678484520000,1
9147,21.124,21.38,21.0,21.38,21.0,1678714200000,62
1263,21.3709,21.37,21.29,21.4065,21.29,1678714980000,4
1047,21.2805,21.255,21.27,21.29,21.255,1678715040000,6
100,21.29,21.29,21.29,21.29,21.29,1678715100000,1
101,21.36,21.36,21.36,21.36,21.36,1678715280000,2
101,21.4001,21.3994,21.3994,21.3994,21.3994,1678715340000,2
470,21.4697,21.47,21.47,21.47,21.47,1678715460000,2
460,21.43,21.43,21.43,21.43,21.43,1678715760000,1
100,21.5,21.5,21.5,21.5,21.5,1678716480000,1
623,21.4685,21.47,21.45,21.47,21.45,1678716600000,3
401,21.4425,21.45,21.45,21.45,21.42,1678716960000,5
560,21.4267,21.45,21.4216,21.45,21.4216,1678717020000,2
600,21.4224,21.42,21.4346,21.4346,21.42,1678717200000,2
1000,21.4488,21.45,21.45,21.45,21.44,1678717680000,10
200,21.43,21.43,21.43,21.43,21.43,1678718700000,1
400,21.55,21.55,21.55,21.55,21.55,1678720200000,4
6000,21.61,21.61,21.61,21.61,21.61,1678720800000,2
100,21.65,21.65,21.65,21.65,21.65,1678721760000,1
923,21.65,21.65,21.65,21.65,21.65,1678722840000,1
222,21.645,21.645,21.645,21.645,21.645,1678725000000,1
200,21.63,21.63,21.63,21.63,21.63,1678725120000,1
1002,21.6146,21.6101,21.625,21.625,21.61,1678725180000,5
900,21.61,21.61,21.61,21.61,21.61,1678725240000,4
150,21.58,21.58,21.58,21.58,21.58,1678725360000,1
1000,21.5457,21.545,21.5462,21.5462,21.545,1678726200000,5
101,21.5225,21.5225,21.5225,21.5225,21.5225,1678726260000,1
925,21.59,21.59,21.59,21.59,21.59,1678726320000,2
100,21.5,21.5,21.5,21.5,21.5,1678726440000,1
351,21.5101,21.51,21.51,21.51,21.51,1678726920000,4
318,21.4783,21.5,21.43,21.5,21.43,1678727220000,6
1670,21.5587,21.55,21.57,21.5701,21.55,1678727580000,6
6943,21.5695,21.54,21.588,21.59,21.54,1678727640000,31
111,21.5041,21.5,21.5,21.5,21.5,1678728780000,3
129,21.4516,21.45,21.45,21.45,21.45,1678729080000,2
102,21.5887,21.59,21.59,21.59,21.59,1678729260000,2
200,21.5925,21.5925,21.5925,21.5925,21.5925,1678729620000,1
1000,21.62,21.62,21.62,21.62,21.62,1678730580000,6
100,21.57,21.57,21.57,21.57,21.57,1678731540000,1
100,21.585,21.585,21.585,21.585,21.585,1678731960000,1
130,21.5577,21.56,21.56,21.56,21.56,1678732020000,3
100,21.59,21.59,21.59,21.59,21.59,1678732740000,1
150,21.5633,21.56,21.56,21.56,21.56,1678733220000,2
400,21.5863,21.6,21.56,21.6,21.56,1678733280000,3
9200,21.4666,21.6,21.44,21.6,21.43,1678733820000,37
100,21.5053,21.5053,21.5053,21.5053,21.5053,1678734960000,1
105,21.5399,21.54,21.54,21.54,21.54,1678735020000,2
200,21.5299,21.5299,21.5299,21.5299,21.5299,1678735920000,2
1219,21.4582,21.48,21.455,21.48,21.455,1678737300000,4
158,21.387,21.39,21.39,21.39,21.39,1678737420000,4
249,21.3803,21.38,21.38,21.38,21.38,1678737540000,3
100,22.24,22.24,22.24,22.24,22.24,1678737780000,1
100,21.7,21.7,21.7,21.7,21.7,1678797000000,1
200,21.78,21.78,21.78,21.78,21.78,1678801020000,1
104,21.4435,21.43,21.43,21.43,21.43,1678801080000,2
1000,21.6592,21.6,21.702,21.702,21.6,1678802100000,8
300,21.6999,21.7,21.7,21.7,21.7,1678802700000,2
250,21.68,21.68,21.68,21.68,21.68,1678803600000,1
100,21.71,21.71,21.71,21.71,21.71,1678803840000,1
566,21.7796,21.78,21.78,21.78,21.78,1678803960000,4
462,21.7394,21.74,21.74,21.74,21.74,1678804260000,4
400,21.758,21.75,21.782,21.782,21.75,1678804680000,4
200,21.7999,21.7999,21.7999,21.7999,21.7999,1678804800000,1
200,21.7999,21.7999,21.7999,21.7999,21.7999,1678805040000,1
100,21.7,21.7,21.7,21.7,21.7,1678805220000,1
219,21.6074,21.6,21.6,21.6,21.6,1678805340000,6
